"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 1: New England","CENS-D1","2007","2007","Jul., 2007","2007/07","45-54 years","45-54",47,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Jul., 2007","2007/07","55-64 years","55-64",14,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Jul., 2007","2007/07","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Jul., 2007","2007/07","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Jul., 2007","2007/07","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Jul., 2007","2007/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","25-34 years","25-34",37,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","35-44 years","35-44",53,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","45-54 years","45-54",33,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","55-64 years","55-64",17,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Aug., 2007","2007/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","15-24 years","15-24",15,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","25-34 years","25-34",35,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","35-44 years","35-44",34,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","45-54 years","45-54",39,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","55-64 years","55-64",16,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Sep., 2007","2007/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","15-24 years","15-24",13,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","25-34 years","25-34",21,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","35-44 years","35-44",45,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","45-54 years","45-54",50,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","55-64 years","55-64",25,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","85+ years","85+",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Oct., 2007","2007/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","25-34 years","25-34",24,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","35-44 years","35-44",45,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","45-54 years","45-54",54,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","55-64 years","55-64",14,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Nov., 2007","2007/11","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","15-24 years","15-24",14,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","25-34 years","25-34",28,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","35-44 years","35-44",43,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","45-54 years","45-54",42,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","55-64 years","55-64",16,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","85+ years","85+",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2007","2007","Dec., 2007","2007/12","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","25-34 years","25-34",21,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","35-44 years","35-44",46,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","45-54 years","45-54",55,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","55-64 years","55-64",12,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","75-84 years","75-84",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jan., 2008","2008/01","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","15-24 years","15-24",12,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","25-34 years","25-34",30,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","35-44 years","35-44",39,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","45-54 years","45-54",55,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","55-64 years","55-64",17,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","75-84 years","75-84",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Feb., 2008","2008/02","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","15-24 years","15-24",16,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","25-34 years","25-34",32,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","35-44 years","35-44",46,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","45-54 years","45-54",56,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","55-64 years","55-64",19,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","75-84 years","75-84",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Mar., 2008","2008/03","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","15-24 years","15-24",10,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","25-34 years","25-34",25,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","35-44 years","35-44",38,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","45-54 years","45-54",36,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","55-64 years","55-64",13,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Apr., 2008","2008/04","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","15-24 years","15-24",12,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","25-34 years","25-34",42,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","35-44 years","35-44",36,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","45-54 years","45-54",68,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","55-64 years","55-64",16,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","May, 2008","2008/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 1: New England","CENS-D1","2008","2008","Jun., 2008","2008/06","< 1 year","1",0,Not Applicable,Not Applicable
